Plate 3 - A09
Plate 2 - A01
Plate 2 - C10
Plate 2 - G10
Plate 1 - A02
Plate 1 - C02
Plate 1 - D01
Plate 1 - D02
Plate 1 - E04
Plate 1 - G01
Plate 1 - G05
Plate 1 - H02
Plate 4 - A03
Plate 4 - A10
Plate 4 - B03
Plate 4 - B06
Plate 4 - B07
Plate 4 - C02
Plate 4 - F10
Plate 4 - F11
Plate 3 - A05
Plate 3 - B03
Plate 3 - B12
Plate 3 - F12
