filename,plate.pos,arb.sort,sampID,sample.type,timepoint,date,time,extractplate,rnaprepplate,Unmapped,Multimapping,No Feature,Ambiguous Unstranded,Ambiguous Forward,plate_row,plate_col,Total Reads,Unmapped Over Mapped
A2449446903_n01_LICRNA02_E04,E04,29,LIC209,plant,t18,2/6/24,8:00,LIC_03,LICRNA_02,1611086.0,456247.0,246037.0,294043.0,42841.0,E,4,3708986.0,0.43437370753084537
A2449446903_n01_LICRNA02_F04,F04,30,LIC210,plant,t18,2/6/24,8:00,LIC_03,LICRNA_02,662661.0,255233.0,112281.0,122685.0,19345.0,F,4,1637031.0,0.4047944113459061
A2449446903_n01_LICRNA02_G04,G04,31,LIC211,plant,t18,2/6/24,8:00,LIC_03,LICRNA_02,2488497.0,713508.0,439911.0,482666.0,68396.0,G,4,5947277.0,0.41842628147301697
A2449446903_n01_LICRNA02_H04,H04,32,LIC212,plant,t18,2/6/24,8:00,LIC_03,LICRNA_02,786265.0,344379.0,142351.0,132064.0,21445.0,H,4,1774601.0,0.44306579338116003
A2449446903_n01_LICRNA02_A05,A05,33,LIC217,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,1303436.0,170807.0,90929.0,125368.0,19337.0,A,5,1515395.0,0.8601295371833746
A2449446903_n01_LICRNA02_B05,B05,34,LIC218,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,5297508.0,1000154.0,538677.0,425264.0,69535.0,B,5,5043306.0,1.0504038422415773
A2449446903_n01_LICRNA02_C05,C05,35,LIC219,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,3204511.0,663957.0,252099.0,237095.0,42009.0,C,5,2933020.0,1.092563637479458
A2449446903_n01_LICRNA02_D05,D05,36,LIC220,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,5622679.0,944400.0,572437.0,493663.0,81870.0,D,5,5972291.0,0.9414609904306405
A2449446903_n01_LICRNA02_E05,E05,37,LIC221,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,8275641.0,1217554.0,775014.0,732400.0,117701.0,E,5,8794144.0,0.9410399693250417
A2449446903_n01_LICRNA02_F05,F05,38,LIC222,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,5646245.0,1143434.0,716957.0,512297.0,83089.0,F,5,6306839.0,0.8952575133121362
A2449446903_n01_LICRNA02_G05,G05,39,LIC223,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,4413752.0,905364.0,534864.0,448757.0,77685.0,G,5,5416911.0,0.8148097688885787
A2449446903_n01_LICRNA02_H05,H05,40,LIC224,plant,t19,2/9/24,8:00,LIC_03,LICRNA_02,3934730.0,1111891.0,378101.0,324974.0,54310.0,H,5,3888197.0,1.0119677578065103
A2449446903_n01_LICRNA02_A06,A06,41,LIC229,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,1591231.0,549275.0,141665.0,156677.0,22483.0,A,6,1924391.0,0.8268750997068683
A2449446903_n01_LICRNA02_B06,B06,42,LIC230,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,7274756.0,1153065.0,870457.0,772077.0,111901.0,B,6,9541156.0,0.7624606494223551
A2449446903_n01_LICRNA02_C06,C06,43,LIC231,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,6364358.0,988666.0,668386.0,709764.0,100151.0,C,6,8566674.0,0.7429205313520744
A2449446903_n01_LICRNA02_D06,D06,44,LIC232,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,5006417.0,1009870.0,600221.0,597712.0,88343.0,D,6,7541277.0,0.6638685994427734
A2449446903_n01_LICRNA02_E06,E06,45,LIC233,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,1492358.0,421149.0,237035.0,201238.0,32927.0,E,6,2434757.0,0.6129391968069092
A2449446903_n01_LICRNA02_F06,F06,46,LIC234,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,2336214.0,645083.0,309369.0,249720.0,44769.0,F,6,3129358.0,0.7465473748928694
A2449446903_n01_LICRNA02_G06,G06,47,LIC235,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,2441818.0,761954.0,420883.0,290830.0,53953.0,G,6,3615059.0,0.6754573023566144
A2449446903_n01_LICRNA02_H06,H06,48,LIC236,plant,t20,2/16/24,8:00,LIC_03,LICRNA_02,2356820.0,562020.0,235493.0,268455.0,38075.0,H,6,3232155.0,0.7291791389954999
A2449446903_n01_LICRNA02_A07,A07,49,LIC241,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,2816124.0,820003.0,262703.0,292069.0,41841.0,A,7,3643074.0,0.773007630369298
A2449446903_n01_LICRNA02_B07,B07,50,LIC242,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,14525266.0,1631463.0,1106046.0,1019747.0,148437.0,B,7,12061774.0,1.2042396085351956
A2449446903_n01_LICRNA02_C07,C07,51,LIC243,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,5931387.0,966543.0,372994.0,422179.0,70886.0,C,7,5220104.0,1.13625839638444
A2449446903_n01_LICRNA02_D07,D07,52,LIC244,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,5559066.0,898259.0,408088.0,358913.0,56457.0,D,7,4167468.0,1.333919300640101
A2449446903_n01_LICRNA02_E07,E07,53,LIC245,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,11738506.0,1479828.0,843365.0,683876.0,105567.0,E,7,8147084.0,1.4408229987563648
A2449446903_n01_LICRNA02_F07,F07,54,LIC246,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,7696724.0,1457771.0,608850.0,540397.0,91990.0,F,7,6265653.0,1.2283993384249017
A2449446903_n01_LICRNA02_G07,G07,55,LIC247,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,5973836.0,1074184.0,571812.0,504501.0,76977.0,G,7,6018027.0,0.9926568956902321
A2449446903_n01_LICRNA02_H07,H07,56,LIC248,plant,t21,2/20/24,8:00,LIC_03,LICRNA_02,3198155.0,645097.0,290551.0,234312.0,40572.0,H,7,2839351.0,1.126368314449323
A2449446903_n01_LICRNA02_A08,A08,57,LIC253,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,1753883.0,332906.0,146938.0,181035.0,25026.0,A,8,2142577.0,0.8185857497770208
A2449446903_n01_LICRNA02_B08,B08,58,LIC254,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,4822281.0,924887.0,386705.0,358136.0,54842.0,B,8,4174613.0,1.1551444409338063
A2449446903_n01_LICRNA02_C08,C08,59,LIC255,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,2249076.0,520189.0,258097.0,211398.0,34019.0,C,8,2564547.0,0.8769876317337916
A2449446903_n01_LICRNA02_D08,D08,60,LIC256,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,6939436.0,889642.0,507618.0,525632.0,78652.0,D,8,6261565.0,1.1082590374770525
A2449446903_n01_LICRNA02_E08,E08,61,LIC257,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,2844142.0,456709.0,402075.0,250157.0,45821.0,E,8,3084479.0,0.92208181673469
A2449446903_n01_LICRNA02_F08,F08,62,LIC258,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,5493493.0,1024209.0,450689.0,386774.0,62202.0,F,8,4668900.0,1.176613977596436
A2449446903_n01_LICRNA02_G08,G08,63,LIC259,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,5065163.0,956147.0,466392.0,446258.0,68758.0,G,8,5305308.0,0.9547349560100941
A2449446903_n01_LICRNA02_H08,H08,64,LIC260,plant,t22,2/23/24,8:00,LIC_03,LICRNA_02,3809750.0,760789.0,385433.0,455955.0,63705.0,H,8,5214540.0,0.7306013569749201
A2449446903_n01_LICRNA02_A09,A09,65,LIC265,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,1234805.0,272046.0,125134.0,125409.0,18094.0,A,9,1650464.0,0.7481562760532796
A2449446903_n01_LICRNA02_B09,B09,66,LIC266,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,4736557.0,535505.0,332339.0,333903.0,48086.0,B,9,4370347.0,1.0837942616455856
A2449446903_n01_LICRNA02_C09,C09,67,LIC267,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,6678230.0,1029076.0,679698.0,682189.0,97564.0,C,9,8617375.0,0.7749726569866113
A2449446903_n01_LICRNA02_D09,D09,68,LIC268,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,4958852.0,829278.0,435848.0,377476.0,58545.0,D,9,4892931.0,1.0134727017405314
A2449446903_n01_LICRNA02_E09,E09,69,LIC269,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,4594369.0,796450.0,553514.0,425070.0,67262.0,E,9,5413707.0,0.8486549050401139
A2449446903_n01_LICRNA02_F09,F09,70,LIC270,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,4399961.0,701018.0,425632.0,370690.0,55878.0,F,9,4762394.0,0.9238968888336412
A2449446903_n01_LICRNA02_G09,G09,71,LIC271,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,3005864.0,424107.0,262181.0,332029.0,42477.0,G,9,4012574.0,0.7491111690401224
A2449446903_n01_LICRNA02_H09,H09,72,LIC272,plant,t23,2/26/24,8:00,LIC_03,LICRNA_02,4414609.0,783327.0,402170.0,495094.0,68108.0,H,9,6236294.0,0.7078898140466117
A2449446903_n01_LICRNA02_A10,A10,73,LIC289,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,700348.0,421411.0,112766.0,189784.0,25578.0,A,10,2698069.0,0.25957379147827575
A2449446903_n01_LICRNA02_B10,B10,74,LIC290,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,7337276.0,1185769.0,423317.0,435283.0,67364.0,B,10,5908858.0,1.2417418052693092
A2449446903_n01_LICRNA02_C10,C10,75,LIC291,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,1368845.0,295411.0,173848.0,140549.0,23780.0,C,10,1773242.0,0.7719448332489305
A2449446903_n01_LICRNA02_D10,D10,76,LIC292,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,3772820.0,748095.0,456815.0,381643.0,61133.0,D,10,4704461.0,0.8019664739488753
A2449446903_n01_LICRNA02_E10,E10,77,LIC293,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,1423169.0,378134.0,189051.0,172109.0,29084.0,E,10,2261500.0,0.6293031173999558
A2449446903_n01_LICRNA02_F10,F10,78,LIC294,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,973077.0,247643.0,105616.0,100333.0,17208.0,F,10,1316533.0,0.7391208575857954
A2449446903_n01_LICRNA02_G10,G10,79,LIC295,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,1252320.0,350637.0,152963.0,143130.0,24012.0,G,10,1830848.0,0.6840109064215052
A2449446903_n01_LICRNA02_H10,H10,80,LIC296,plant,t25,3/5/24,8:00,LIC_04,LICRNA_02,728804.0,91341.0,43047.0,32875.0,5915.0,H,10,404181.0,1.8031624445483583
A2449446903_n01_LICRNA02_A11,A11,81,LIC301,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,1058835.0,489238.0,127153.0,178441.0,25525.0,A,11,2208937.0,0.4793414207829377
A2449446903_n01_LICRNA02_B11,B11,82,LIC302,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,6133226.0,952935.0,546203.0,573821.0,80235.0,B,11,6758409.0,0.9074955363015171
A2449446903_n01_LICRNA02_C11,C11,83,LIC303,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,9508313.0,1397518.0,562442.0,643400.0,89697.0,C,11,7678083.0,1.2383706974774824
A2449446903_n01_LICRNA02_D11,D11,84,LIC304,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,5398203.0,956368.0,425951.0,358880.0,56057.0,D,11,4364848.0,1.2367447846981154
A2449446903_n01_LICRNA02_E11,E11,85,LIC305,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,7407723.0,1213869.0,544248.0,474183.0,69818.0,E,11,5729490.0,1.2929114109632796
A2449446903_n01_LICRNA02_F11,F11,86,LIC306,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,5100184.0,931787.0,443789.0,405996.0,55289.0,F,11,4896726.0,1.041549802868284
A2449446903_n01_LICRNA02_G11,G11,87,LIC307,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,4106232.0,719597.0,380668.0,310922.0,47073.0,G,11,3756099.0,1.0932171915596474
A2449446903_n01_LICRNA02_H11,H11,88,LIC308,plant,t26,3/8/24,8:00,LIC_04,LICRNA_02,5531029.0,902745.0,473386.0,441114.0,61548.0,H,11,5393164.0,1.0255629163140598
A2449446903_n01_LICRNA02_A12,A12,89,LIC313,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,2298467.0,613576.0,219511.0,229580.0,32416.0,A,12,2804744.0,0.8194926167949731
A2449446903_n01_LICRNA02_B12,B12,90,LIC314,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,7294504.0,2070408.0,494601.0,635167.0,89022.0,B,12,7572698.0,0.9632635554725674
A2449446903_n01_LICRNA02_C12,C12,91,LIC315,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,10581103.0,1493744.0,770403.0,692610.0,97520.0,C,12,8128106.0,1.3017919549769652
A2449446903_n01_LICRNA02_D12,D12,92,LIC316,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,7598735.0,1124344.0,521797.0,478055.0,68830.0,D,12,5785441.0,1.3134236439365643
A2449446903_n01_LICRNA02_E12,E12,93,LIC317,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,13233506.0,1496711.0,1113389.0,1069923.0,151328.0,E,12,12903065.0,1.0256094966583522
A2449446903_n01_LICRNA02_F12,F12,94,LIC318,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,13812648.0,1982140.0,1108870.0,908073.0,145273.0,F,12,11125462.0,1.241534778510771
A2449446903_n01_LICRNA02_G12,G12,95,LIC319,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,4477650.0,1039683.0,440055.0,419760.0,60161.0,G,12,5142449.0,0.870723268232704
A2449446903_n01_LICRNA02_H12,H12,96,LIC320,plant,t27,3/12/24,8:00,LIC_04,LICRNA_02,3789453.0,835296.0,446244.0,396108.0,57760.0,H,12,4803750.0,0.7888530835284934
B250508004_n01_LICRNA03_A01,A01,1,LIC325,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,2172476.0,987181.0,318286.0,373872.0,57843.0,A,1,4702045.0,0.4620279048796853
B250508004_n01_LICRNA03_B01,B01,2,LIC326,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,3333604.0,959758.0,401633.0,458812.0,65072.0,B,1,5527036.0,0.6031449768013091
B250508004_n01_LICRNA03_C01,C01,3,LIC327,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,4288612.0,1239875.0,497809.0,555622.0,88318.0,C,1,6866480.0,0.6245721242907574
B250508004_n01_LICRNA03_D01,D01,4,LIC328,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,3194457.0,800483.0,357886.0,384366.0,61773.0,D,1,4740120.0,0.6739190147084884
B250508004_n01_LICRNA03_E01,E01,5,LIC329,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,4504922.0,1398888.0,607088.0,688295.0,101252.0,E,1,8146575.0,0.5529835544385218
B250508004_n01_LICRNA03_F01,F01,6,LIC330,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,3716517.0,820720.0,352085.0,433653.0,63699.0,F,1,5171208.0,0.7186941619830415
B250508004_n01_LICRNA03_G01,G01,7,LIC331,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,7669950.0,1564226.0,769306.0,773145.0,109238.0,G,1,8957746.0,0.8562366023774284
B250508004_n01_LICRNA03_H01,H01,8,LIC332,plant,t28,3/14/24,8:00,LIC_04,LICRNA_03,5963067.0,1282810.0,589822.0,778042.0,109030.0,H,1,9338754.0,0.6385291870842728
B250508004_n01_LICRNA03_A02,A02,9,LIC337,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,1516387.0,978587.0,187095.0,248305.0,38270.0,A,2,3426209.0,0.44258450082875855
B250508004_n01_LICRNA03_B02,B02,10,LIC338,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,2772623.0,1301783.0,405147.0,448294.0,67399.0,B,2,5844548.0,0.474394769278993
B250508004_n01_LICRNA03_C02,C02,11,LIC339,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,5659450.0,1632500.0,596780.0,685510.0,103465.0,C,2,8956360.0,0.6318917506665654
B250508004_n01_LICRNA03_D02,D02,12,LIC340,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,2904616.0,1677432.0,803436.0,778956.0,118606.0,D,2,10611875.0,0.27371374050297426
B250508004_n01_LICRNA03_E02,E02,13,LIC341,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,2587096.0,1278123.0,427385.0,514028.0,79179.0,E,2,6880786.0,0.3759884408554488
B250508004_n01_LICRNA03_F02,F02,14,LIC342,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,3776880.0,1397456.0,697553.0,634858.0,105311.0,F,2,8294003.0,0.4553748051453562
B250508004_n01_LICRNA03_G02,G02,15,LIC343,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,1352924.0,851558.0,330559.0,318425.0,48404.0,G,2,4254416.0,0.3180046333033723
B250508004_n01_LICRNA03_H02,H02,16,LIC344,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03,275002.0,168251.0,47458.0,53182.0,8771.0,H,2,717003.0,0.383543722969081
B250508004_n01_LICRNA03_A03,A03,17,LIC349,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,1869609.0,1103354.0,191839.0,388053.0,47808.0,A,3,4993417.0,0.3744147544657296
B250508004_n01_LICRNA03_B03,B03,18,LIC350,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,553816.0,298521.0,71976.0,92198.0,13434.0,B,3,1227640.0,0.45112247890260987
B250508004_n01_LICRNA03_C03,C03,19,LIC351,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,10874210.0,4473510.0,1361881.0,1936370.0,264732.0,C,3,24284117.0,0.4477910397153827
B250508004_n01_LICRNA03_D03,D03,20,LIC352,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,6150955.0,2884811.0,794743.0,1145491.0,149914.0,D,3,13887059.0,0.4429271165334575
B250508004_n01_LICRNA03_E03,E03,21,LIC353,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,669000.0,354713.0,75629.0,119913.0,16369.0,E,3,1467003.0,0.4560317872560588
B250508004_n01_LICRNA03_F03,F03,22,LIC354,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,6334749.0,1663780.0,510584.0,669303.0,96272.0,F,3,8399773.0,0.7541571659138884
B250508004_n01_LICRNA03_G03,G03,23,LIC355,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,1609116.0,664043.0,165214.0,307945.0,38214.0,G,3,3627980.0,0.4435294571634904
B250508004_n01_LICRNA03_H03,H03,24,LIC356,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03,1718519.0,681256.0,230389.0,374600.0,49974.0,H,3,4705779.0,0.36519330805802824
B250508004_n01_LICRNA03_A04,A04,25,LIC361,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,2535477.0,916745.0,315690.0,503323.0,74496.0,A,4,7992730.0,0.3172229013115669
B250508004_n01_LICRNA03_B04,B04,26,LIC362,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,3325732.0,1661351.0,591131.0,692432.0,101127.0,B,4,8735665.0,0.3807073645795712
B250508004_n01_LICRNA03_C04,C04,27,LIC363,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,2463487.0,937526.0,352397.0,380331.0,56800.0,C,4,4521223.0,0.5448718189746447
B250508004_n01_LICRNA03_D04,D04,28,LIC364,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,3938079.0,1451570.0,607579.0,610284.0,91799.0,D,4,7492987.0,0.5255686417179157
B250508004_n01_LICRNA03_E04,E04,29,LIC365,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,2930881.0,951770.0,411155.0,455746.0,67768.0,E,4,5576195.0,0.5256059015152805
B250508004_n01_LICRNA03_F04,F04,30,LIC366,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,3451594.0,1363826.0,558062.0,621093.0,88614.0,F,4,7678391.0,0.44952047896492897
B250508004_n01_LICRNA03_G04,G04,31,LIC367,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,1477644.0,576615.0,189073.0,233308.0,31719.0,G,4,2732871.0,0.540692919643847
B250508004_n01_LICRNA03_H04,H04,32,LIC368,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03,3555625.0,1246019.0,471419.0,532302.0,73182.0,H,4,6250771.0,0.5688298291522758
B250508004_n01_LICRNA03_A05,A05,33,LIC385,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,964260.0,400085.0,92653.0,160835.0,22682.0,A,5,1966537.0,0.49033402371783497
B250508004_n01_LICRNA03_B05,B05,34,LIC386,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,2693674.0,990901.0,455337.0,538663.0,77545.0,B,5,6397701.0,0.42103780717479605
B250508004_n01_LICRNA03_C05,C05,35,LIC387,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,3797944.0,1244018.0,492504.0,616929.0,86527.0,C,5,7034134.0,0.5399305728324197
B250508004_n01_LICRNA03_D05,D05,36,LIC388,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,1870339.0,1003752.0,300743.0,411019.0,60534.0,D,5,5076681.0,0.3684176728850995
B250508004_n01_LICRNA03_E05,E05,37,LIC389,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,1794713.0,870702.0,412096.0,479136.0,70674.0,E,5,6382330.0,0.2812002826553939
B250508004_n01_LICRNA03_F05,F05,38,LIC390,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,1243208.0,437311.0,221291.0,331016.0,40201.0,F,5,4326439.0,0.28735132981188455
B250508004_n01_LICRNA03_G05,G05,39,LIC391,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,1459556.0,778495.0,323179.0,385671.0,51025.0,G,5,4860915.0,0.3002636334928712
B250508004_n01_LICRNA03_H05,H05,40,LIC392,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03,608276.0,185896.0,77814.0,124316.0,15500.0,H,5,1647357.0,0.36924358229576226
B250508004_n01_LICRNA03_A06,A06,41,LIC397,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,989045.0,448609.0,127011.0,182092.0,24891.0,A,6,2110494.0,0.4686319885296997
B250508004_n01_LICRNA03_B06,B06,42,LIC398,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,3033652.0,841469.0,631686.0,563199.0,80075.0,B,6,7028856.0,0.43159967994791754
B250508004_n01_LICRNA03_C06,C06,43,LIC399,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,4758067.0,784737.0,531754.0,662613.0,90807.0,C,6,7972493.0,0.5968104330728168
B250508004_n01_LICRNA03_D06,D06,44,LIC400,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,2795271.0,733459.0,356460.0,331875.0,48434.0,D,6,3966065.0,0.7047970721609454
B250508004_n01_LICRNA03_E06,E06,45,LIC401,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,2748988.0,693574.0,438751.0,445407.0,63023.0,E,6,5222244.0,0.5263997622477999
B250508004_n01_LICRNA03_F06,F06,46,LIC402,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,2588015.0,556102.0,375610.0,442817.0,59230.0,F,6,5265097.0,0.49154175127257865
B250508004_n01_LICRNA03_G06,G06,47,LIC403,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,2370429.0,567466.0,358242.0,382246.0,55751.0,G,6,4603168.0,0.5149560042127509
B250508004_n01_LICRNA03_H06,H06,48,LIC404,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03,3266924.0,692162.0,359264.0,387007.0,57624.0,H,6,4494472.0,0.7268760379417204
B250508004_n01_LICRNA03_A07,A07,49,LIC409,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,3056824.0,1166408.0,619746.0,867418.0,114279.0,A,7,11274815.0,0.271119659169574
B250508004_n01_LICRNA03_B07,B07,50,LIC410,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,2527105.0,787809.0,417412.0,561992.0,81890.0,B,7,6850856.0,0.36887434212600584
B250508004_n01_LICRNA03_C07,C07,51,LIC411,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,3198594.0,970233.0,689446.0,571146.0,86522.0,C,7,6864049.0,0.46599230279387577
B250508004_n01_LICRNA03_D07,D07,52,LIC412,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,1415679.0,293946.0,185318.0,182179.0,26481.0,D,7,2158116.0,0.6559791039962634
B250508004_n01_LICRNA03_E07,E07,53,LIC413,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,2086871.0,529970.0,330111.0,363131.0,51216.0,E,7,4353030.0,0.4794065283262463
B250508004_n01_LICRNA03_F07,F07,54,LIC414,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,4279836.0,1151369.0,861991.0,858539.0,122276.0,F,7,10160371.0,0.4212283193202295
B250508004_n01_LICRNA03_G07,G07,55,LIC415,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,1009986.0,273396.0,125087.0,171146.0,27107.0,G,7,2021741.0,0.4995625057809086
B250508004_n01_LICRNA03_H07,H07,56,LIC416,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03,1648497.0,454317.0,255099.0,351166.0,49248.0,H,7,4134513.0,0.39871612448672916
B250508004_n01_LICRNA03_A08,A08,57,LIC421,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,174313.0,29727.0,1771.0,2806.0,713.0,A,8,35127.0,4.9623651322344635
B250508004_n01_LICRNA03_B08,B08,58,LIC422,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,3443638.0,1111380.0,664760.0,736278.0,98355.0,B,8,8760584.0,0.3930831551869145
B250508004_n01_LICRNA03_C08,C08,59,LIC423,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,6580950.0,1515485.0,1144058.0,1074011.0,145895.0,C,8,12527244.0,0.5253310305123776
B250508004_n01_LICRNA03_D08,D08,60,LIC424,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,5742335.0,1338217.0,899237.0,1063288.0,141238.0,D,8,12372642.0,0.4641155058070863
B250508004_n01_LICRNA03_E08,E08,61,LIC425,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,2637313.0,785579.0,420669.0,547128.0,76959.0,E,8,6279051.0,0.4200177702012613
B250508004_n01_LICRNA03_F08,F08,62,LIC426,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,2000480.0,496643.0,274271.0,371551.0,47369.0,F,8,4262375.0,0.4693345845919235
B250508004_n01_LICRNA03_G08,G08,63,LIC427,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,3791411.0,989895.0,636919.0,681612.0,92072.0,G,8,7872114.0,0.4816255201588798
B250508004_n01_LICRNA03_H08,H08,64,LIC428,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03,2552177.0,653299.0,438552.0,460177.0,61087.0,H,8,5245242.0,0.48656992375184976
