,filename,plate.pos,arb.sort,sampID,sample.type,timepoint,date,time,extractplate,rnaprepplate
203,B250508004_n01_LICRNA03_D02.fastq.gz,D02,12,LIC340,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03
204,B250508004_n01_LICRNA03_E02.fastq.gz,E02,13,LIC341,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03
205,B250508004_n01_LICRNA03_F02.fastq.gz,F02,14,LIC342,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03
206,B250508004_n01_LICRNA03_G02.fastq.gz,G02,15,LIC343,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03
207,B250508004_n01_LICRNA03_H02.fastq.gz,H02,16,LIC344,plant,t24,3/1/24,8:00,LIC_04,LICRNA_03
208,B250508004_n01_LICRNA03_A03.fastq.gz,A03,17,LIC349,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
209,B250508004_n01_LICRNA03_B03.fastq.gz,B03,18,LIC350,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
210,B250508004_n01_LICRNA03_C03.fastq.gz,C03,19,LIC351,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
211,B250508004_n01_LICRNA03_D03.fastq.gz,D03,20,LIC352,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
212,B250508004_n01_LICRNA03_E03.fastq.gz,E03,21,LIC353,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
213,B250508004_n01_LICRNA03_F03.fastq.gz,F03,22,LIC354,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
214,B250508004_n01_LICRNA03_G03.fastq.gz,G03,23,LIC355,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
215,B250508004_n01_LICRNA03_H03.fastq.gz,H03,24,LIC356,plant,t16,1/30/24,8:00,LIC_04,LICRNA_03
216,B250508004_n01_LICRNA03_A04.fastq.gz,A04,25,LIC361,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
217,B250508004_n01_LICRNA03_B04.fastq.gz,B04,26,LIC362,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
218,B250508004_n01_LICRNA03_C04.fastq.gz,C04,27,LIC363,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
219,B250508004_n01_LICRNA03_D04.fastq.gz,D04,28,LIC364,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
220,B250508004_n01_LICRNA03_E04.fastq.gz,E04,29,LIC365,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
221,B250508004_n01_LICRNA03_F04.fastq.gz,F04,30,LIC366,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
222,B250508004_n01_LICRNA03_G04.fastq.gz,G04,31,LIC367,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
223,B250508004_n01_LICRNA03_H04.fastq.gz,H04,32,LIC368,plant,t08,12/5/23,8:00,LIC_04,LICRNA_03
224,B250508004_n01_LICRNA03_A05.fastq.gz,A05,33,LIC385,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
225,B250508004_n01_LICRNA03_B05.fastq.gz,B05,34,LIC386,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
226,B250508004_n01_LICRNA03_C05.fastq.gz,C05,35,LIC387,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
227,B250508004_n01_LICRNA03_D05.fastq.gz,D05,36,LIC388,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
228,B250508004_n01_LICRNA03_E05.fastq.gz,E05,37,LIC389,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
229,B250508004_n01_LICRNA03_F05.fastq.gz,F05,38,LIC390,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
230,B250508004_n01_LICRNA03_G05.fastq.gz,G05,39,LIC391,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
231,B250508004_n01_LICRNA03_H05.fastq.gz,H05,40,LIC392,plant,c1_t01,2/9/24,20:00,LICCIRC_01,LICRNA_03
232,B250508004_n01_LICRNA03_A06.fastq.gz,A06,41,LIC397,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
233,B250508004_n01_LICRNA03_B06.fastq.gz,B06,42,LIC398,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
234,B250508004_n01_LICRNA03_C06.fastq.gz,C06,43,LIC399,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
235,B250508004_n01_LICRNA03_D06.fastq.gz,D06,44,LIC400,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
236,B250508004_n01_LICRNA03_E06.fastq.gz,E06,45,LIC401,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
237,B250508004_n01_LICRNA03_F06.fastq.gz,F06,46,LIC402,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
238,B250508004_n01_LICRNA03_G06.fastq.gz,G06,47,LIC403,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
239,B250508004_n01_LICRNA03_H06.fastq.gz,H06,48,LIC404,plant,c1_t02,2/10/24,0:00,LICCIRC_01,LICRNA_03
240,B250508004_n01_LICRNA03_A07.fastq.gz,A07,49,LIC409,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
241,B250508004_n01_LICRNA03_B07.fastq.gz,B07,50,LIC410,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
242,B250508004_n01_LICRNA03_C07.fastq.gz,C07,51,LIC411,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
243,B250508004_n01_LICRNA03_D07.fastq.gz,D07,52,LIC412,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
244,B250508004_n01_LICRNA03_E07.fastq.gz,E07,53,LIC413,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
245,B250508004_n01_LICRNA03_F07.fastq.gz,F07,54,LIC414,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
246,B250508004_n01_LICRNA03_G07.fastq.gz,G07,55,LIC415,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
247,B250508004_n01_LICRNA03_H07.fastq.gz,H07,56,LIC416,plant,c1_t03,2/10/24,4:00,LICCIRC_01,LICRNA_03
248,B250508004_n01_LICRNA03_A08.fastq.gz,A08,57,LIC421,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
249,B250508004_n01_LICRNA03_B08.fastq.gz,B08,58,LIC422,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
250,B250508004_n01_LICRNA03_C08.fastq.gz,C08,59,LIC423,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
251,B250508004_n01_LICRNA03_D08.fastq.gz,D08,60,LIC424,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
252,B250508004_n01_LICRNA03_E08.fastq.gz,E08,61,LIC425,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
253,B250508004_n01_LICRNA03_F08.fastq.gz,F08,62,LIC426,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
254,B250508004_n01_LICRNA03_G08.fastq.gz,G08,63,LIC427,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
255,B250508004_n01_LICRNA03_H08.fastq.gz,H08,64,LIC428,plant,c1_t04,2/10/24,8:00,LICCIRC_01,LICRNA_03
256,B250508004_n01_LICRNA03_A09.fastq.gz,A09,65,LIC433,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
257,B250508004_n01_LICRNA03_B09.fastq.gz,B09,66,LIC434,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
258,B250508004_n01_LICRNA03_C09.fastq.gz,C09,67,LIC435,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
259,B250508004_n01_LICRNA03_D09.fastq.gz,D09,68,LIC436,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
260,B250508004_n01_LICRNA03_E09.fastq.gz,E09,69,LIC437,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
261,B250508004_n01_LICRNA03_F09.fastq.gz,F09,70,LIC438,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
262,B250508004_n01_LICRNA03_G09.fastq.gz,G09,71,LIC439,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
263,B250508004_n01_LICRNA03_H09.fastq.gz,H09,72,LIC440,plant,c1_t05,2/10/24,12:00,LICCIRC_01,LICRNA_03
264,B250508004_n01_LICRNA03_A10.fastq.gz,A10,73,LIC445,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
265,B250508004_n01_LICRNA03_B10.fastq.gz,B10,74,LIC446,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
266,B250508004_n01_LICRNA03_C10.fastq.gz,C10,75,LIC447,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
267,B250508004_n01_LICRNA03_D10.fastq.gz,D10,76,LIC448,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
268,B250508004_n01_LICRNA03_E10.fastq.gz,E10,77,LIC449,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
269,B250508004_n01_LICRNA03_F10.fastq.gz,F10,78,LIC450,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
270,B250508004_n01_LICRNA03_G10.fastq.gz,G10,79,LIC451,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
271,B250508004_n01_LICRNA03_H10.fastq.gz,H10,80,LIC452,plant,c1_t06,2/10/24,16:00,LICCIRC_01,LICRNA_03
272,B250508004_n01_LICRNA03_A11.fastq.gz,A11,81,LIC457,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
273,B250508004_n01_LICRNA03_B11.fastq.gz,B11,82,LIC458,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
274,B250508004_n01_LICRNA03_C11.fastq.gz,C11,83,LIC459,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
275,B250508004_n01_LICRNA03_D11.fastq.gz,D11,84,LIC460,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
276,B250508004_n01_LICRNA03_E11.fastq.gz,E11,85,LIC461,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
277,B250508004_n01_LICRNA03_F11.fastq.gz,F11,86,LIC462,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
278,B250508004_n01_LICRNA03_G11.fastq.gz,G11,87,LIC463,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
279,B250508004_n01_LICRNA03_H11.fastq.gz,H11,88,LIC464,plant,c1_t07,2/10/24,20:00,LICCIRC_01,LICRNA_03
280,B250508004_n01_LICRNA03_A12.fastq.gz,A12,89,LIC481,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
281,B250508004_n01_LICRNA03_B12.fastq.gz,B12,90,LIC482,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
282,B250508004_n01_LICRNA03_C12.fastq.gz,C12,91,LIC483,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
283,B250508004_n01_LICRNA03_D12.fastq.gz,D12,92,LIC484,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
284,B250508004_n01_LICRNA03_E12.fastq.gz,E12,93,LIC485,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
285,B250508004_n01_LICRNA03_F12.fastq.gz,F12,94,LIC486,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
286,B250508004_n01_LICRNA03_G12.fastq.gz,G12,95,LIC487,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
287,B250508004_n01_LICRNA03_H12.fastq.gz,H12,96,LIC488,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_03
288,B2449500127_n01_LICRNA04_A01.fastq.gz,A01,1,LIC481,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
289,B2449500127_n01_LICRNA04_B01.fastq.gz,B01,2,LIC482,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
290,B2449500127_n01_LICRNA04_C01.fastq.gz,C01,3,LIC483,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
291,B2449500127_n01_LICRNA04_D01.fastq.gz,D01,4,LIC484,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
292,B2449500127_n01_LICRNA04_E01.fastq.gz,E01,5,LIC485,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
293,B2449500127_n01_LICRNA04_F01.fastq.gz,F01,6,LIC486,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
294,B2449500127_n01_LICRNA04_G01.fastq.gz,G01,7,LIC487,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
295,B2449500127_n01_LICRNA04_H01.fastq.gz,H01,8,LIC488,plant,c1_t08,2/11/24,0:00,LICCIRC_02,LICRNA_04
296,B2449500127_n01_LICRNA04_A02.fastq.gz,A02,9,LIC493,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
297,B2449500127_n01_LICRNA04_B02.fastq.gz,B02,10,LIC494,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
298,B2449500127_n01_LICRNA04_C02.fastq.gz,C02,11,LIC495,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
299,B2449500127_n01_LICRNA04_D02.fastq.gz,D02,12,LIC496,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
300,B2449500127_n01_LICRNA04_E02.fastq.gz,E02,13,LIC497,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
301,B2449500127_n01_LICRNA04_F02.fastq.gz,F02,14,LIC498,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
302,B2449500127_n01_LICRNA04_G02.fastq.gz,G02,15,LIC499,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
303,B2449500127_n01_LICRNA04_H02.fastq.gz,H02,16,LIC500,plant,c1_t09,2/11/24,4:00,LICCIRC_02,LICRNA_04
304,B2449500127_n01_LICRNA04_A03.fastq.gz,A03,17,LIC505,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
305,B2449500127_n01_LICRNA04_B03.fastq.gz,B03,18,LIC506,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
306,B2449500127_n01_LICRNA04_C03.fastq.gz,C03,19,LIC507,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
307,B2449500127_n01_LICRNA04_D03.fastq.gz,D03,20,LIC508,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
308,B2449500127_n01_LICRNA04_E03.fastq.gz,E03,21,LIC509,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
309,B2449500127_n01_LICRNA04_F03.fastq.gz,F03,22,LIC510,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
310,B2449500127_n01_LICRNA04_G03.fastq.gz,G03,23,LIC511,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
311,B2449500127_n01_LICRNA04_H03.fastq.gz,H03,24,LIC512,plant,c1_t10,2/11/24,8:00,LICCIRC_02,LICRNA_04
312,B2449500127_n01_LICRNA04_A04.fastq.gz,A04,25,LIC517,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
313,B2449500127_n01_LICRNA04_B04.fastq.gz,B04,26,LIC518,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
314,B2449500127_n01_LICRNA04_C04.fastq.gz,C04,27,LIC519,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
315,B2449500127_n01_LICRNA04_D04.fastq.gz,D04,28,LIC520,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
316,B2449500127_n01_LICRNA04_E04.fastq.gz,E04,29,LIC521,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
317,B2449500127_n01_LICRNA04_F04.fastq.gz,F04,30,LIC522,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
318,B2449500127_n01_LICRNA04_G04.fastq.gz,G04,31,LIC523,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
319,B2449500127_n01_LICRNA04_H04.fastq.gz,H04,32,LIC524,plant,c1_t11,2/11/24,12:00,LICCIRC_02,LICRNA_04
320,B2449500127_n01_LICRNA04_A05.fastq.gz,A05,33,LIC529,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
321,B2449500127_n01_LICRNA04_B05.fastq.gz,B05,34,LIC530,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
322,B2449500127_n01_LICRNA04_C05.fastq.gz,C05,35,LIC531,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
323,B2449500127_n01_LICRNA04_D05.fastq.gz,D05,36,LIC532,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
324,B2449500127_n01_LICRNA04_E05.fastq.gz,E05,37,LIC533,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
325,B2449500127_n01_LICRNA04_F05.fastq.gz,F05,38,LIC534,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
326,B2449500127_n01_LICRNA04_G05.fastq.gz,G05,39,LIC535,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
327,B2449500127_n01_LICRNA04_H05.fastq.gz,H05,40,LIC536,plant,c1_t12,2/11/24,16:00,LICCIRC_02,LICRNA_04
328,B2449500127_n01_LICRNA04_A06.fastq.gz,A06,41,LIC541,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
329,B2449500127_n01_LICRNA04_B06.fastq.gz,B06,42,LIC542,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
330,B2449500127_n01_LICRNA04_C06.fastq.gz,C06,43,LIC543,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
331,B2449500127_n01_LICRNA04_D06.fastq.gz,D06,44,LIC544,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
332,B2449500127_n01_LICRNA04_E06.fastq.gz,E06,45,LIC545,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
333,B2449500127_n01_LICRNA04_F06.fastq.gz,F06,46,LIC546,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
334,B2449500127_n01_LICRNA04_G06.fastq.gz,G06,47,LIC547,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
335,B2449500127_n01_LICRNA04_H06.fastq.gz,H06,48,LIC548,plant,c1_t13,2/11/24,20:00,LICCIRC_02,LICRNA_04
336,B2449500127_n01_LICRNA04_A07.fastq.gz,A07,49,LIC577,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
337,B2449500127_n01_LICRNA04_B07.fastq.gz,B07,50,LIC578,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
338,B2449500127_n01_LICRNA04_C07.fastq.gz,C07,51,LIC579,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
339,B2449500127_n01_LICRNA04_D07.fastq.gz,D07,52,LIC580,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
340,B2449500127_n01_LICRNA04_E07.fastq.gz,E07,53,LIC581,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
341,B2449500127_n01_LICRNA04_F07.fastq.gz,F07,54,LIC582,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
342,B2449500127_n01_LICRNA04_G07.fastq.gz,G07,55,LIC583,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
343,B2449500127_n01_LICRNA04_H07.fastq.gz,H07,56,LIC584,plant,c2_t01,3/1/24,20:00,LICCIRC_03,LICRNA_04
344,B2449500127_n01_LICRNA04_A08.fastq.gz,A08,57,LIC589,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
345,B2449500127_n01_LICRNA04_B08.fastq.gz,B08,58,LIC590,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
346,B2449500127_n01_LICRNA04_C08.fastq.gz,C08,59,LIC591,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
347,B2449500127_n01_LICRNA04_D08.fastq.gz,D08,60,LIC592,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
348,B2449500127_n01_LICRNA04_E08.fastq.gz,E08,61,LIC593,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
349,B2449500127_n01_LICRNA04_F08.fastq.gz,F08,62,LIC594,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
350,B2449500127_n01_LICRNA04_G08.fastq.gz,G08,63,LIC595,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
351,B2449500127_n01_LICRNA04_H08.fastq.gz,H08,64,LIC596,plant,c2_t02,3/2/24,0:00,LICCIRC_03,LICRNA_04
352,B2449500127_n01_LICRNA04_A09.fastq.gz,A09,65,LIC601,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
353,B2449500127_n01_LICRNA04_B09.fastq.gz,B09,66,LIC602,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
354,B2449500127_n01_LICRNA04_C09.fastq.gz,C09,67,LIC603,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
355,B2449500127_n01_LICRNA04_D09.fastq.gz,D09,68,LIC604,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
356,B2449500127_n01_LICRNA04_E09.fastq.gz,E09,69,LIC605,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
357,B2449500127_n01_LICRNA04_F09.fastq.gz,F09,70,LIC606,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
358,B2449500127_n01_LICRNA04_G09.fastq.gz,G09,71,LIC607,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
359,B2449500127_n01_LICRNA04_H09.fastq.gz,H09,72,LIC608,plant,c2_t03,3/2/24,4:00,LICCIRC_03,LICRNA_04
360,B2449500127_n01_LICRNA04_A10.fastq.gz,A10,73,LIC613,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
361,B2449500127_n01_LICRNA04_B10.fastq.gz,B10,74,LIC614,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
362,B2449500127_n01_LICRNA04_C10.fastq.gz,C10,75,LIC615,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
363,B2449500127_n01_LICRNA04_D10.fastq.gz,D10,76,LIC616,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
364,B2449500127_n01_LICRNA04_E10.fastq.gz,E10,77,LIC617,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
365,B2449500127_n01_LICRNA04_F10.fastq.gz,F10,78,LIC618,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
366,B2449500127_n01_LICRNA04_G10.fastq.gz,G10,79,LIC619,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
367,B2449500127_n01_LICRNA04_H10.fastq.gz,H10,80,LIC620,plant,c2_t04,3/2/24,8:00,LICCIRC_03,LICRNA_04
368,B2449500127_n01_LICRNA04_A11.fastq.gz,A11,81,LIC625,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
369,B2449500127_n01_LICRNA04_B11.fastq.gz,B11,82,LIC626,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
370,B2449500127_n01_LICRNA04_C11.fastq.gz,C11,83,LIC627,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
371,B2449500127_n01_LICRNA04_D11.fastq.gz,D11,84,LIC628,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
372,B2449500127_n01_LICRNA04_E11.fastq.gz,E11,85,LIC629,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
373,B2449500127_n01_LICRNA04_F11.fastq.gz,F11,86,LIC630,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
374,B2449500127_n01_LICRNA04_G11.fastq.gz,G11,87,LIC631,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
375,B2449500127_n01_LICRNA04_H11.fastq.gz,H11,88,LIC632,plant,c2_t05,3/2/24,12:00,LICCIRC_03,LICRNA_04
376,B2449500127_n01_LICRNA04_A12.fastq.gz,A12,89,LIC637,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
377,B2449500127_n01_LICRNA04_B12.fastq.gz,B12,90,LIC638,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
378,B2449500127_n01_LICRNA04_C12.fastq.gz,C12,91,LIC639,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
379,B2449500127_n01_LICRNA04_D12.fastq.gz,D12,92,LIC640,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
380,B2449500127_n01_LICRNA04_E12.fastq.gz,E12,93,LIC641,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
381,B2449500127_n01_LICRNA04_F12.fastq.gz,F12,94,LIC642,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
382,B2449500127_n01_LICRNA04_G12.fastq.gz,G12,95,LIC643,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
383,B2449500127_n01_LICRNA04_H12.fastq.gz,H12,96,LIC644,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04
384,A2534491401_n01_LICRNA05_A01,A01,1,LIC673,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
385,A2534491401_n01_LICRNA05_B01,B01,2,LIC674,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
386,A2534491401_n01_LICRNA05_C01,C01,3,LIC675,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
387,A2534491401_n01_LICRNA05_D01,D01,4,LIC676,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
388,A2534491401_n01_LICRNA05_E01,E01,5,LIC677,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
389,A2534491401_n01_LICRNA05_F01,F01,6,LIC678,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
390,A2534491401_n01_LICRNA05_G01,G01,7,LIC679,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
391,A2534491401_n01_LICRNA05_H01,H01,8,LIC680,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
392,A2534491401_n01_LICRNA05_A02,A02,9,LIC685,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
393,A2534491401_n01_LICRNA05_B02,B02,10,LIC686,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
394,A2534491401_n01_LICRNA05_C02,C02,11,LIC687,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
